type,price,location,area,bedrooms,bathrooms,kitchens,parking_spaces,Luxury_catogory,built_in_type
House,14.5,DHA Defence,20.0,5.0,6.0,1.0,3.0,High,New Property
House,2.9,I-10,5.6,6.0,5.0,1.0,1.0,High,Relatively New Property
House,36.0,F-8,32.0,6.0,6.0,2.0,1.0,High,New Property
Flat,0.55,Pir Sohawa,4.0,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,4.15,DHA Defence,5.0,4.0,6.0,2.0,1.0,High,New Property
House,3.85,G-16,8.0,5.0,6.0,2.0,2.0,High,New Property
Flat,0.85,DHA Defence,3.5,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,1.1,Gulberg,3.4,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,9.7,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
House,8.25,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,18.0,F-10,20.0,6.0,6.0,2.0,4.0,High,Old Property
Flat,1.85,E-11,5.6,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,0.45,D-17,2.9,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,9.5,DHA Defence,20.0,6.0,6.0,3.0,3.0,High,New Property
Flat,1.8,G-11,4.0,2.0,2.0,1.0,3.0,Medium,Relatively New Property
Flat,1.5,Bahria Town,7.5,3.0,4.0,1.0,2.0,High,New Property
Flat,0.75,Gulberg,3.2,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,1.35,DHA Defence,8.0,3.0,3.0,1.0,1.0,Medium,New Property
Flat,3.0,Gulberg,7.3,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.75,G-13,6.0,2.0,2.0,1.0,2.0,High,New Property
House,14.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,2.9,DHA Defence,13.1,3.0,4.0,1.0,2.0,Low,New Property
Flat,7.7,Karakoram Diplomatic Enclave,8.9,2.0,3.0,1.0,1.0,High,New Property
House,3.65,I-11,6.0,5.0,6.0,2.0,1.0,High,Relatively New Property
Flat,2.35,G-15,8.5,3.0,3.0,2.0,6.0,High,Relatively New Property
House,10.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Low,New Property
House,2.9,Faisal Town - F-18,8.0,6.0,6.0,1.0,1.0,High,Relatively New Property
House,9.3,G-13,10.0,6.0,6.0,2.0,3.0,High,Relatively New Property
House,12.75,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,27.5,F-8,26.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,13.0,Karakoram Diplomatic Enclave,12.0,3.0,4.0,1.0,2.0,Low,Relatively New Property
House,3.6,National Police Foundation O-9,10.0,6.0,6.0,2.0,3.0,High,New Property
Flat,2.5,F-11,7.8,2.0,2.0,1.0,1.0,Low,Old Property
House,6.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,48.0,F-7,26.0,6.0,6.0,2.0,6.0,Medium,New Property
House,35.0,F-8,32.0,5.0,5.0,1.0,1.0,Low,Moderately old Property
House,14.0,F-11,16.0,4.0,5.0,2.0,3.0,High,Old Property
Flat,0.34,D-17,1.8,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,15.0,G-9,14.0,5.0,5.0,2.0,4.0,High,New Property
Flat,2.0,F-11,6.2,2.0,2.0,1.0,1.0,High,Old Property
House,1.5,FECHS,5.0,2.0,3.0,3.0,2.0,Low,New Property
Flat,0.78,Soan Garden,3.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,4.1,E-11,12.4,4.0,6.0,1.0,1.0,Low,Relatively New Property
Flat,1.35,E-11,3.6,1.0,1.0,1.0,1.0,High,Relatively New Property
House,30.0,F-10,40.0,7.0,3.0,2.0,2.0,Low,Relatively New Property
Flat,1.25,E-11,3.8,1.0,1.0,1.0,3.0,Low,New Property
House,4.5,Bani Gala,20.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
House,2.5,I-10,6.0,3.0,2.0,1.0,1.0,High,New Property
House,10.3,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,11.8,DHA Defence,20.0,5.0,6.0,3.0,2.0,High,Relatively New Property
House,0.78,D-17,5.0,3.0,3.0,1.0,1.0,High,New Property
Flat,1.35,E-11,4.9,3.0,3.0,1.0,1.0,Low,Moderately old Property
House,2.8,Bahria Town,5.0,3.0,3.0,1.0,1.0,High,New Property
Flat,1.1,Gulberg,3.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.2,C-18,0.9,2.0,2.0,1.0,3.0,Medium,Relatively New Property
Flat,0.86,H-13,3.1,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,1.55,G-13,9.1,3.0,3.0,1.0,2.0,High,New Property
Flat,1.1,DHA Defence,4.3,1.0,1.0,1.0,2.0,Low,New Property
House,30.0,F-10,40.0,8.0,3.0,3.0,7.0,High,Relatively New Property
House,55.0,F-7,42.0,5.0,6.0,2.0,5.0,High,Moderately old Property
House,3.0,G-13,4.0,4.0,4.0,1.0,1.0,Medium,Relatively New Property
House,1.7,Mumtaz City,5.0,5.0,6.0,3.0,2.0,Low,Relatively New Property
House,14.5,I-8,14.0,6.0,6.0,2.0,4.0,Medium,Old Property
House,5.3,Bahria Town,10.0,5.0,6.0,3.0,2.0,Medium,Relatively New Property
House,2.95,Park View City,5.0,4.0,5.0,1.0,1.0,Low,New Property
House,34.0,F-7,26.0,6.0,6.0,2.0,1.0,High,Relatively New Property
Flat,7.0,F-10,7.8,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,16.5,DHA Defence,20.0,7.0,6.0,2.0,3.0,High,New Property
House,1.25,D-17,3.5,4.0,4.0,3.0,1.0,Medium,Relatively New Property
Flat,2.28,G-11,4.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,52.0,F-7,42.0,6.0,6.0,2.0,1.0,High,Moderately old Property
Flat,1.85,DHA Defence,8.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,2.4,Bahria Town,5.0,3.0,3.0,1.0,1.0,High,New Property
House,2.55,Bahria Town,5.0,3.0,3.0,1.0,1.0,Medium,New Property
House,80.0,E-7,50.0,6.0,6.0,2.0,3.0,High,New Property
House,26.0,F-8,26.0,6.0,6.0,3.0,1.0,Low,Relatively New Property
House,25.0,F-8,20.0,5.0,6.0,1.0,4.0,High,Old Property
House,13.45,DHA Defence,20.0,6.0,6.0,3.0,4.0,High,Relatively New Property
House,10.5,DHA Defence,20.0,5.0,6.0,1.0,2.0,High,New Property
Flat,0.82,DHA Defence,3.9,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,1.55,G-15,5.5,2.0,2.0,1.0,1.0,High,New Property
House,4.0,Bahria Town,8.0,5.0,6.0,2.0,2.0,Low,Relatively New Property
House,3.4,National Police Foundation O-9,10.0,5.0,6.0,3.0,1.0,Medium,New Property
House,12.75,I-8,14.2,6.0,6.0,2.0,4.0,Medium,Old Property
Flat,2.08,G-15,6.9,3.0,3.0,1.0,1.0,Medium,New Property
Flat,0.85,G-15,2.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,4.0,G-13,4.4,5.0,5.0,1.0,1.0,High,New Property
House,12.9,DHA Defence,20.0,9.0,3.0,3.0,2.0,High,Relatively New Property
House,3.58,G-14,4.0,5.0,5.0,2.0,2.0,High,New Property
Flat,0.55,Bahria Town,2.4,1.0,1.0,1.0,1.0,Medium,Relatively New Property
House,5.4,G-10,6.7,4.0,6.0,1.0,3.0,High,Relatively New Property
Flat,1.55,Bahria Town,7.5,3.0,2.0,1.0,1.0,High,New Property
Flat,0.48,DHA Defence,2.8,1.0,1.0,1.0,1.0,High,New Property
Flat,0.72,DHA Defence,3.6,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.75,Pir Sohawa,6.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,10.0,Bahria Town,24.0,5.0,5.0,2.0,5.0,High,New Property
House,1.6,University Town,5.0,4.0,5.0,2.0,1.0,Low,New Property
House,65.0,F-6,46.0,5.0,6.0,1.0,1.0,High,Moderately old Property
Flat,0.75,DHA Defence,2.7,1.0,1.0,1.0,1.0,High,New Property
Flat,2.3,E-11,8.4,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,0.95,Islamabad Expressway,4.4,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,42.5,F-7,26.0,6.0,6.0,2.0,5.0,Medium,Relatively New Property
House,3.84,Soan Garden,20.0,5.0,5.0,2.0,2.0,Medium,Relatively New Property
House,1.55,DHA Defence,8.0,3.0,3.0,1.0,2.0,Medium,Relatively New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,1.0,High,New Property
House,5.0,I-11,6.0,7.0,6.0,3.0,6.0,High,Relatively New Property
Flat,1.65,Bahria Town,6.1,2.0,3.0,3.0,4.0,Low,New Property
Flat,0.9,E-11,2.2,3.0,1.0,1.0,2.0,Low,Relatively New Property
House,9.6,Bahria Town,20.0,5.0,6.0,2.0,3.0,Low,New Property
Flat,2.3,F-10,6.0,2.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.3,GT Road,6.2,3.0,3.0,1.0,2.0,Low,New Property
Flat,1.45,G-15,4.8,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,2.5,F-10,1.6,2.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,1.5,G-8,2.7,2.0,1.0,1.0,1.0,High,Relatively New Property
House,4.4,G-14,5.0,4.0,5.0,3.0,2.0,Low,Moderately old Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,0.82,Zaraj Housing Scheme,2.5,1.0,1.0,1.0,1.0,High,Old Property
Flat,2.2,E-11,8.9,3.0,3.0,1.0,3.0,Low,Old Property
House,4.3,PWD Housing Scheme,10.0,5.0,5.0,2.0,2.0,Medium,Relatively New Property
Flat,6.0,Karakoram Diplomatic Enclave,7.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,23.0,G-6,24.0,5.0,6.0,2.0,5.0,Medium,Old Property
Flat,1.35,Bahria Town,6.1,2.0,2.0,1.0,2.0,Low,New Property
Flat,1.1,DHA Defence,4.2,2.0,2.0,1.0,1.0,High,New Property
House,10.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.37,PWD Housing Scheme,2.7,2.0,1.0,1.0,2.0,Low,Relatively New Property
House,47.0,F-7,26.0,6.0,6.0,1.0,2.0,Low,New Property
Flat,1.8,Bahria Town,3.6,1.0,1.0,1.0,1.0,High,New Property
House,16.5,DHA Defence,20.0,8.0,6.0,2.0,4.0,High,New Property
Flat,3.9,DHA Defence,11.1,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,1.65,E-11,4.4,2.0,2.0,1.0,3.0,High,Moderately old Property
House,13.0,DHA Defence,20.0,6.0,6.0,2.0,1.0,High,Relatively New Property
House,21.0,F-6,17.8,4.0,5.0,3.0,1.0,Low,Relatively New Property
Flat,6.5,Karakoram Diplomatic Enclave,6.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.9,River Garden,4.4,2.0,2.0,1.0,1.0,High,Relatively New Property
House,1.1,H-13,5.0,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,5.5,Diplomatic Enclave,5.3,1.0,2.0,1.0,1.0,Medium,New Property
House,15.4,D-12,14.0,9.0,3.0,2.0,2.0,High,Relatively New Property
Flat,6.5,F-10,7.8,3.0,2.0,1.0,2.0,High,Old Property
Flat,8.5,Karakoram Enclave 1,19.6,4.0,4.0,1.0,1.0,High,Relatively New Property
Flat,1.3,DHA Defence,6.0,2.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,0.8,E-11,1.8,1.0,1.0,1.0,1.0,Medium,New Property
House,6.7,Bani Gala,20.0,4.0,4.0,1.0,2.0,High,Moderately old Property
Flat,1.61,B-17,6.0,2.0,2.0,1.0,2.0,High,Relatively New Property
House,6.75,DHA Defence,12.0,4.0,5.0,2.0,1.0,High,Relatively New Property
House,0.5,National Police Foundation O-9,3.3,2.0,2.0,2.0,2.0,Low,New Property
Flat,3.3,F-11,10.2,3.0,3.0,1.0,1.0,High,Moderately old Property
Flat,1.9,DHA Defence,8.7,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,1.25,B-17,5.2,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.7,Bani Gala,5.3,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,1.25,G-13,7.8,3.0,3.0,1.0,3.0,High,Relatively New Property
House,3.5,F-17,10.0,5.0,6.0,3.0,2.0,Low,New Property
Flat,2.5,DHA Defence,10.7,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,1.55,E-11,5.6,2.0,2.0,1.0,1.0,High,New Property
Flat,1.3,E-11,3.6,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Low,New Property
House,30.0,F-8,22.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,0.65,Faisal Town - F-18,2.2,1.0,1.0,1.0,2.0,Low,New Property
House,18.0,F-10,20.0,5.0,5.0,3.0,2.0,Medium,Relatively New Property
House,16.5,DHA Defence,20.0,8.0,6.0,2.0,3.0,High,New Property
Flat,1.0,I-16,6.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,0.4,Kashmir Highway,1.8,2.0,1.0,1.0,1.0,Low,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,3.0,2.0,4.0,High,Relatively New Property
House,43.0,F-8,40.0,6.0,6.0,1.0,10.0,High,Moderately old Property
Flat,5.01,Kashmir Highway,7.2,2.0,2.0,1.0,1.0,High,Relatively New Property
House,12.8,DHA Defence,20.0,5.0,6.0,1.0,3.0,High,New Property
Flat,0.32,D-17,2.0,1.0,1.0,1.0,2.0,High,Relatively New Property
Flat,1.2,E-11,3.2,2.0,2.0,1.0,1.0,High,New Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,0.52,I-12,3.9,2.0,2.0,1.0,1.0,Low,New Property
House,8.0,G-13,10.0,7.0,6.0,1.0,1.0,High,New Property
House,2.5,Gulberg,7.0,4.0,4.0,3.0,2.0,Low,Moderately old Property
Flat,1.75,Top City 1,4.3,2.0,2.0,1.0,1.0,Medium,New Property
Flat,1.3,Bahria Town,4.0,2.0,2.0,1.0,1.0,High,Relatively New Property
House,2.6,Bahria Town,5.0,3.0,5.0,3.0,2.0,Low,Relatively New Property
House,12.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,0.75,Gulberg,2.4,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.94,I-16,6.6,4.0,4.0,1.0,1.0,High,New Property
House,11.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.75,E-11,1.9,1.0,1.0,1.0,1.0,High,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
House,1.85,Bani Gala,5.0,4.0,4.0,3.0,2.0,Medium,Relatively New Property
House,28.0,F-7,26.0,6.0,6.0,1.0,1.0,High,Relatively New Property
Flat,0.45,G-13,4.2,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,0.6,G-15,2.4,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.55,G-13,9.1,3.0,3.0,1.0,1.0,High,New Property
House,12.9,DHA Defence,20.0,5.0,6.0,1.0,3.0,High,New Property
Flat,1.1,DHA Defence,5.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.8,Gulberg,5.5,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,2.55,Naval Anchorage,5.0,4.0,5.0,2.0,1.0,Medium,Relatively New Property
Flat,0.58,Bahria Town,2.2,1.0,1.0,1.0,2.0,High,New Property
Flat,0.45,Gulberg,1.6,2.0,1.0,1.0,2.0,Low,Relatively New Property
House,9.5,E-11,16.0,6.0,6.0,2.0,3.0,High,Moderately old Property
Flat,1.75,Bahria Town,7.5,3.0,3.0,2.0,2.0,Low,Relatively New Property
Flat,1.9,F-11,5.6,1.0,1.0,1.0,1.0,Low,Old Property
House,8.5,G-9,14.2,4.0,4.0,2.0,2.0,Low,Moderately old Property
Flat,3.2,F-11,5.8,2.0,2.0,1.0,1.0,High,Moderately old Property
House,6.5,Naval Anchorage,14.0,8.0,3.0,3.0,2.0,Low,Relatively New Property
Flat,6.5,F-10,8.0,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,0.8,Gulberg,2.7,1.0,1.0,2.0,1.0,High,New Property
House,5.75,G-9,6.7,5.0,5.0,1.0,2.0,High,Relatively New Property
Flat,6.5,F-10,7.8,3.0,3.0,1.0,1.0,High,Old Property
Flat,1.1,GT Road,4.2,2.0,2.0,1.0,2.0,High,Relatively New Property
House,3.5,Bahria Town,8.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,1.65,I-8,3.6,3.0,1.0,1.0,1.0,High,New Property
House,3.08,Bahria Town,8.0,5.0,3.0,2.0,2.0,Low,Relatively New Property
Flat,5.5,Diplomatic Enclave,5.0,1.0,2.0,1.0,1.0,Medium,New Property
House,6.4,DHA Defence,12.0,5.0,6.0,3.0,1.0,Low,Relatively New Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Low,New Property
Flat,0.54,F-17,3.6,2.0,2.0,1.0,2.0,High,Relatively New Property
House,12.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,13.8,I-8,12.0,6.0,6.0,2.0,3.0,High,Relatively New Property
Flat,3.0,DHA Defence,5.1,1.0,1.0,1.0,1.0,High,Relatively New Property
House,9.0,DHA Defence,20.0,6.0,6.0,2.0,1.0,Low,New Property
House,2.7,DHA Defence,5.0,3.0,4.0,1.0,1.0,High,New Property
Flat,2.25,Bahria Town,9.9,2.0,2.0,1.0,1.0,Medium,New Property
House,3.55,G-14,4.0,4.0,5.0,2.0,1.0,High,New Property
House,3.3,River Garden,7.0,4.0,6.0,1.0,1.0,High,New Property
Flat,0.75,B-17,3.2,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,58.0,F-7,42.0,5.0,6.0,3.0,1.0,Low,Relatively New Property
Flat,0.25,National Police Foundation O-9,1.3,2.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,4.73,G-11,9.6,3.0,3.0,1.0,1.0,Medium,New Property
Flat,2.25,Bahria Town,10.9,3.0,4.0,1.0,1.0,Medium,New Property
House,65.0,F-6,60.0,5.0,6.0,2.0,1.0,High,Moderately old Property
House,2.15,Bahria Town,5.0,3.0,4.0,2.0,4.0,High,New Property
House,5.25,Bani Gala,20.0,7.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,0.85,E-11,3.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.73,E-11,5.3,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,18.0,F-11,26.0,6.0,6.0,2.0,5.0,Low,Old Property
Flat,1.05,DHA Defence,2.8,3.0,2.0,2.0,1.0,High,New Property
Flat,1.45,DHA Defence,5.1,3.0,3.0,1.0,2.0,Medium,New Property
Flat,1.45,Bahria Town,6.4,2.0,2.0,2.0,1.0,High,New Property
Flat,3.7,G-11,9.3,3.0,4.0,1.0,1.0,High,New Property
House,9.5,G-9,14.2,5.0,4.0,2.0,2.0,Medium,Moderately old Property
House,30.0,F-8,26.0,5.0,5.0,1.0,4.0,Low,Moderately old Property
House,23.0,F-8,17.8,4.0,5.0,1.0,1.0,Low,Relatively New Property
House,15.0,I-8,14.0,6.0,6.0,2.0,4.0,Medium,New Property
House,2.9,I-14,6.0,4.0,5.0,2.0,1.0,Medium,New Property
House,4.7,Soan Garden,11.0,7.0,6.0,3.0,3.0,Medium,New Property
Flat,1.2,Bahria Town,6.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,4.17,Park View City,7.4,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,3.85,G-11,4.5,4.0,4.0,2.0,2.0,Medium,Relatively New Property
House,9.5,G-9,14.2,5.0,5.0,1.0,2.0,High,Relatively New Property
House,12.8,DHA Defence,20.0,5.0,6.0,2.0,4.0,Medium,New Property
House,2.5,Soan Garden,6.0,3.0,3.0,1.0,1.0,Low,Relatively New Property
House,2.65,I-14,6.0,5.0,6.0,1.0,2.0,Low,New Property
House,10.75,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,3.8,F-11,12.4,3.0,3.0,1.0,2.0,Low,Moderately old Property
Flat,0.39,H-13,1.3,2.0,1.0,1.0,1.0,Medium,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,2.75,Pakistan Town,5.0,4.0,5.0,3.0,1.0,High,New Property
Flat,2.1,Gulberg,5.4,3.0,3.0,1.0,1.0,Low,Relatively New Property
House,4.7,DHA Defence,14.0,3.0,5.0,1.0,2.0,High,New Property
Flat,0.5,Pakistan Town,2.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,35.0,F-11,40.0,8.0,6.0,3.0,2.0,Low,Relatively New Property
House,2.5,Bahria Town,5.0,3.0,4.0,1.0,1.0,Medium,New Property
Flat,4.25,Diplomatic Enclave,4.9,2.0,2.0,1.0,1.0,High,New Property
Flat,1.44,Bahria Town,7.5,3.0,3.0,1.0,3.0,Medium,New Property
Flat,1.2,Zaraj Housing Scheme,4.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,2.9,D-17,10.0,7.0,6.0,2.0,1.0,High,New Property
House,5.9,G-6,6.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,1.38,E-11,3.1,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,0.8,River Garden,4.7,2.0,2.0,1.0,1.0,High,Relatively New Property
House,8.5,D-12,8.0,5.0,6.0,2.0,2.0,Low,New Property
House,1.85,National Police Foundation O-9,5.0,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,2.0,D-17,7.1,3.0,3.0,2.0,1.0,High,Moderately old Property
House,4.5,Top City 1,10.0,6.0,6.0,2.0,2.0,High,New Property
House,2.95,Bahria Town,10.0,5.0,5.0,1.0,1.0,High,Relatively New Property
House,3.28,G-13,4.0,7.0,3.0,3.0,1.0,High,New Property
Flat,22.5,Constitution Avenue,20.0,4.0,5.0,2.0,3.0,High,New Property
Flat,3.2,G-8,6.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.25,G-13,7.8,3.0,3.0,1.0,2.0,High,Relatively New Property
Flat,8.5,Karakoram Diplomatic Enclave,9.2,2.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,0.6,Gulberg,2.4,3.0,1.0,1.0,1.0,Low,New Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,1.0,Low,New Property
House,60.0,F-6,40.0,7.0,6.0,1.0,1.0,Medium,New Property
House,70.0,G-6,66.0,7.0,6.0,2.0,14.0,Low,Old Property
House,3.1,Faisal Town - F-18,8.0,4.0,5.0,1.0,1.0,Medium,New Property
House,22.0,DHA Defence,34.0,6.0,6.0,2.0,5.0,Low,New Property
Flat,3.7,G-11,9.3,3.0,3.0,1.0,2.0,Medium,Relatively New Property
House,19.5,F-10,22.0,6.0,6.0,2.0,4.0,Low,Moderately old Property
Flat,1.18,E-11,3.8,1.0,1.0,2.0,4.0,Medium,Relatively New Property
Flat,1.4,Gulberg,3.4,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,0.75,Top City 1,2.7,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,46.5,F-7,22.0,6.0,6.0,2.0,6.0,Medium,New Property
House,3.5,Pir Sohawa,20.0,3.0,3.0,2.0,1.0,Low,Relatively New Property
Flat,0.75,H-13,4.0,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,1.9,F-11,5.6,1.0,1.0,1.0,1.0,Low,Old Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,26.0,F-11,26.0,7.0,8.0,3.0,5.0,Medium,Relatively New Property
Flat,13.5,Karakoram Diplomatic Enclave,11.8,3.0,4.0,1.0,1.0,Medium,New Property
House,4.3,Gulberg,10.0,5.0,5.0,2.0,1.0,High,New Property
Flat,1.5,DHA Defence,5.1,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,20.0,I-8,24.0,7.0,3.0,2.0,2.0,High,Relatively New Property
Flat,7.0,Kashmir Highway,8.9,3.0,4.0,2.0,2.0,Low,Relatively New Property
House,8.5,DHA Defence,20.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
House,3.0,Faisal Town - F-18,8.0,5.0,6.0,2.0,2.0,Low,Relatively New Property
House,1.7,Bani Gala,9.0,2.0,2.0,1.0,2.0,Low,New Property
Flat,0.65,FECHS,4.6,2.0,2.0,1.0,2.0,Low,New Property
House,2.5,Bahria Town,5.0,3.0,3.0,1.0,1.0,High,New Property
House,11.0,DHA Defence,22.0,6.0,6.0,1.0,1.0,Low,Relatively New Property
House,4.55,Bahria Town,9.0,5.0,6.0,2.0,2.0,High,Relatively New Property
House,18.5,F-10,20.0,6.0,6.0,2.0,4.0,High,Old Property
Flat,1.63,Bahria Town,5.6,2.0,2.0,1.0,1.0,High,Relatively New Property
House,3.5,G-14,4.4,4.0,5.0,2.0,2.0,Medium,New Property
House,11.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,5.25,D-12,4.4,5.0,6.0,1.0,1.0,Low,New Property
Flat,0.8,I-16,6.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,4.0,F-11,12.4,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,0.6,FECHS,3.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,2.15,DHA Defence,9.1,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,9.0,Constitution Avenue,9.3,3.0,3.0,1.0,2.0,High,New Property
Flat,1.68,E-11,5.6,2.0,2.0,1.0,1.0,Low,New Property
House,2.95,G-13,4.0,4.0,4.0,3.0,2.0,High,Relatively New Property
Flat,1.9,DHA Defence,5.6,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,5.0,F-11,12.4,4.0,5.0,1.0,1.0,Medium,Moderately old Property
House,7.7,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,12.0,I-8,12.0,9.0,6.0,3.0,3.0,High,Relatively New Property
Flat,0.92,B-17,3.6,2.0,2.0,2.0,1.0,High,New Property
Flat,2.75,DHA Defence,20.0,3.0,4.0,1.0,1.0,Low,Moderately old Property
House,2.1,Soan Garden,6.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,25.0,F-11,26.0,8.0,3.0,3.0,2.0,Medium,Relatively New Property
House,1.85,Bani Gala,5.6,4.0,6.0,2.0,1.0,Low,Relatively New Property
Flat,0.58,B-17,3.7,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,3.2,DHA Defence,14.4,4.0,5.0,1.0,1.0,High,Moderately old Property
House,2.2,Bahria Town,5.0,3.0,5.0,1.0,3.0,Medium,New Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,0.66,E-11,1.8,1.0,1.0,2.0,1.0,High,Moderately old Property
Flat,1.1,DHA Defence,4.9,2.0,2.0,1.0,1.0,High,New Property
Flat,0.39,H-13,1.3,2.0,1.0,2.0,1.0,High,New Property
Flat,1.13,Zaraj Housing Scheme,4.2,2.0,2.0,1.0,1.0,Medium,New Property
House,58.0,F-7,42.0,5.0,6.0,1.0,1.0,High,New Property
